Scheme_ID,Title,Category,Description,Tags,Link
ecfab905,Mukhya Mantri Matritva Sahayata Yojana,Welfare Of Families,"The scheme ""Mukhya Mantri Matritva Sahayata Yojana"" by the Women and Child Development Department, Haryana, aims to provide a cash incentive of ₹5,000/- during maternity to eligible pregnant and lactating women on the birth of a second child (boy).","Women, Maternity Benefit, Lactating Mothers, Pregnancy Care, Child",https://www.myscheme.gov.in/schemes/mmmsyh
586102ef,Mukhyamantri Aadim Jan Jati Pension Yojana,Welfare Of Families,"The Mukhyamantri Aadim Jan Jati Pension Yojana, launched on 08-07-2015 by the Jharkhand Government, provides financial assistance to primitive tribal families. The pension is given to the adult married woman or, if none, the male head of the family.","Married, Family, Pension, Woman",https://www.myscheme.gov.in/schemes/majjpy
8d80847b,Mahtari Vandan Yojana,Welfare Of Families,"The scheme aims to eliminate discrimination and inequality against women, improve their health and nutrition, promote economic independence and empowerment, and strengthen their decision-making role in the family.  It offers financial assistance to eligible married women to support their well-being.","Child, Mother, Financial Assistance, Widow",https://www.myscheme.gov.in/schemes/mvy
b2f322dd,Maintenance Grant for Children with Disabilities from Birth,Welfare Of Families,The scheme aims to provide financial assistance of ₹700/- per month to parents or guardians for the care of children below 18 years of age with more than 40% disability.,"Childcare, Grant, Differently Abled, PwD, BPL",https://www.myscheme.gov.in/schemes/vbpa
9eb6768c,Mamata Scheme,Welfare Of Families,"In order to improve the process in curbing the high rate of mortality and infant mortality rate, the Department of Women and Child Development, Government of Odisha introduced a scheme named ""MAMATA"" - a conditional cash transfer maternity benefit scheme.","Pregnant Women And New Mothers, Financial Assistance, Nutritional Support, Maternity Benefit",https://www.myscheme.gov.in/schemes/mamata
a4149bae,Maternity Benefit (MBOCWWB),Welfare Of Families,"Under the scheme, financial assistance in the form of maternity benefits shall be provided to women construction workers registered under the Board during their maternity period.","Maternity, Building Worker, Construction Worker, Labour, Woman, Pregnancy, Financial Assistance",https://www.myscheme.gov.in/schemes/mbmbocwwb
9a26f6fe,Pradhan Mantri Rashtriya Bal Puraskar,Welfare Of Families,"The Pradhan Mantri Rashtriya Bal Puraskar (PMRBP) is organized to celebrate the energy, determination, ability, zeal, and enthusiasm of our children.","Bal Puraskar, Child Development, Achievement, Child Rights",https://www.myscheme.gov.in/schemes/pmrbp
ab694509,Pradhan Mantri Ujjwala Yojana,Welfare Of Families,A scheme by Ministry of Petroleum and Natural Gas for Providing free LPG connections to women belonging to the Below Poverty Line (BPL) households.,"Ujjwala, Women, BPL, Gas Cylinder, LPG Cylinder",https://www.myscheme.gov.in/schemes/pmuy
b9c0815a,Prasuti Sahayata Yojana,Welfare Of Families,The Rajasthan Prasuti Sahayata Yojana is a scheme launched by the Government of Rajasthan to provide financial assistance to pregnant women from registered construction worker families in the state,"Women, Children, Delivery, Care, Pregnancy",https://www.myscheme.gov.in/schemes/psy
5faa1c25,Nawabihan Scheme,Welfare Of Families,"The scheme aims to provide support and assistance, including legal aid and shelter, to women who are victims of domestic violence, as mandated by the Protection of Women from Domestic Violence Act 2005. This scheme ensures that affected women receive the necessary resources for their well-being.","Medical, Women, Consultation, Domestic Violence, Legal, Counselling",https://www.myscheme.gov.in/schemes/nscg
0d73b29a,Poshan Aahaar- Madhya Pradesh,Welfare Of Families,"The scheme was implemented by the Women and Child Development Department, Government of Madhya Pradesh. Under this scheme, children from 6 months to 6 years, pregnant women, and malnourished children are given nutritious food through Anganwadis.","Poshan, Aahaar, Pregnant Woman, Child, Nutritious Food, Lactating Mother, Anganwadi",https://www.myscheme.gov.in/schemes/pa-mp
7956f4c7,Orunodoi 3.0,Welfare Of Families,"Orunodoi, described as 'foremost bead' among the Ashtadash Mukutar Unnoyonee Maala was announced by then HFM in his Budget Speech 20-21. It envisages women empowerment, poverty alleviation and socio-economic inclusion of financially vulnerable women of the state through sustained financial assistanc","Female, Financial Assistance, DBT, Women, Household, Divyangjan, Assam, Axom, Financial Inclusion",https://www.myscheme.gov.in/schemes/aos
8670ae77,Paalna Ghar (Crèche),Welfare Of Families,The scheme aims to provide day care facilities for children aged 6 months to 6 years of working couples at a nominal monthly fee in Crèches.,"Palna Ghar, Creche, Childcare, Day Care",https://www.myscheme.gov.in/schemes/pgc
268d6378,SUBHADRA,Welfare Of Families,"“SUBHADRA” Scheme is a flagship initiative by the Government of Odisha aimed at financially empowering women, improving their socio-economic status, and promoting their safety and well-being.","Women Empowerment, Financial Support, Digital Financial Literacy, DBT",https://www.myscheme.gov.in/schemes/subhadra
00988239,Mukhyamantri Sampoorna Pushti Yojana: Kishori Mela,Welfare Of Families,"This initiative aims to make Kishori Diwas more engaging and eventful. Any Saturday in the month of January may be celebrated as “Kishori Mela”, with increased participation and a range of activities for all adolescent girls aged 15 - 19 years.","Adolescent Girls, Kishori Mela, Kishori Diwas, Girl",https://www.myscheme.gov.in/schemes/mspykm
3e945e19,Mukhyamantri Work Form Home-Job Work Yojana,Welfare Of Families,"The main objective of the ""Mukhyamantri Work from Home"" Scheme is to provide an opportunity for the women of the state to get employment sitting at home and to empower women by providing them with financial help by giving them work.","Women, Work From Home, Empower, Employment",https://www.myscheme.gov.in/schemes/mwfhjwy
e969dc71,Mukyamantri Samuhik Vivah Evam Anudan Yojna,Welfare Of Families,"The Rajasthan Government to encourage the organization of mass marriages in the state, provide financial grants to reduce wastage in marriages,","Women, Marriage, Dowry, Group Marriage",https://www.myscheme.gov.in/schemes/msveay
7e4ae4a5,Mukhyamantri Covid-19 Bal Seva Yojana,Welfare Of Families,"The Mukhyamantri Covid-19 Bal Seva Yojana scheme for children who have lost their parent(s) to the COVID pandemic, the government will provide these children funding for good education and health.","Children Care, Educaction, Financial Support",https://www.myscheme.gov.in/schemes/mcbsy
7778ce47,Mukhyamantri Rajshri Yojana,Welfare Of Families,The Mukhyamantri Rajshri Yojana is a program launched by the Rajasthan government in June 2016. It aims to improve the overall development of girls in the state by providing financial assistance for their health and education.,"Women, Children, Development, Financial",https://www.myscheme.gov.in/schemes/mry
64bc84cd,Noni Suraksha Yojana,Welfare Of Families,"The scheme aims to improve the educational and health status of girls, lay the foundation for their bright future, prevent female feticide, promote a positive attitude towards the birth of girls, and prevent child marriage.  It provides financial benefit to girls who remain unmarried until 18 years.","Women, Child, Financial Asssitance, Girl, Female",https://www.myscheme.gov.in/schemes/nsycg
97450170,Scheme for Relief and Rehabilitation of Women Acid Victims,Welfare Of Families,"Under the scheme, the acid attack victim is entitled to receive 100% free medical treatment from government or government-approved hospitals. Additionally, an ad-hoc relief of ₹1.00 lakh is provided to the acid attack victim, which is later reimbursed by the Women and Child Development Department.","Acid Attack, Women, Victims, Medical Treatment, Relief, Rehabilitation",https://www.myscheme.gov.in/schemes/srrwav
47e4489d,Sakhi Niwas - Working Women's Hostel,Welfare Of Families,"The scheme aims to provide hostel facilities for women with higher education or professional training, as well as working women, to stay in urban areas by paying a nominal fee.","Working Woman, Hostel, Accommodation Facilities",https://www.myscheme.gov.in/schemes/snwwh
7800d56b,Samekit Baal Vikas Chhtra Yojana: Dress for Pre-school Children,Welfare Of Families,This scheme provides an amount of ₹400/- per child per year for uniforms to all children aged 3 to 6 years receiving pre-school education at Anganwadi Centres. The scheme aims to create a distinct identity for Anganwadi Centre children & bring a sense of uniformity & social harmony among children.,"Uniform, Pre-school, Anganwadi",https://www.myscheme.gov.in/schemes/sbvcydpsc
a180c955,Sanitary Pad Supply Scheme,Welfare Of Families,"The ""Sanitary Pad Supply Scheme"" by the Women, Child Development & Social Security Department, Government of Jharkhand, aims to promote hygiene and health among women and adolescent girls. It provides free sanitary pads quarterly to women aged 20–40 years through Anganwadi centers.","Sanitary Pad, Women, Health, Hygiene, Adolescent Girls",https://www.myscheme.gov.in/schemes/spss
63500032,Scheme for Adolescent Girls- Bihar,Welfare Of Families,"This scheme is implemented in Bihar since 2011 through the Anganwadi centers under the Integrated Child Development Project. Under this scheme, adolescent girls aged 11 to 14 years who are not attending school receive a monthly take-home ration and skill development training.","Adolescent, Girl, Anganwadi, Nutritional Items, Take-home Ration",https://www.myscheme.gov.in/schemes/sagb
98246a71,Supplementary Nutrition Programme- Bihar,Welfare Of Families,"The programme aims to enhance the nutritional level of normal/malnourished/severely malnourished children aged 6 months to 6 years, as well as pregnant women and lactating mothers, through Anganwadi centers. This programme is centrally sponsored with a funding ratio of 50:50.","Malnourished Children, Pregnant Women, Lactating Mother, Hot Cooked Meals, Child Care, Anganwadi",https://www.myscheme.gov.in/schemes/snpb
09294e5d,Working Women Hostel,Welfare Of Families,"The scheme ""Working Women Hostel"" by the Women and Child Development Department, Government of Haryana aims to provide safe and affordable accommodation to working women. Through this scheme, hostel facilities at subsidized rent are provided to employed women.","Accommodation, Hostel Facility, Working Women, Women Empowerment",https://www.myscheme.gov.in/schemes/wwhh
b110ea22,Teelu Rauteli Award,Welfare Of Families,"The scheme aims to recognize and honor women and adolescent girls who have made outstanding achievements in various fields such as social work, education, literature, art, culture, courage, and bravery.","Cash Award, Woman, Adolescent Girl",https://www.myscheme.gov.in/schemes/tra
072358ed,Financial Assistance For Promotion Of Guru-Shishya Parampara (Repertory Grant),Youth Sports Culture,"The scheme “Financial Assistance for Promotion of Guru-Shishya Parampara (Repertory Grant)” was launched by the Ministry of Culture, Government of India.","Guru, Shishya, Parampara, Financial Assistance, Grant, Theatre, Culture",https://www.myscheme.gov.in/schemes/fapgsprg
5ac574de,Financial Assistance To Cultural Organizations With National Presence,Youth Sports Culture,"The scheme “Financial Assistance to Cultural Organizations with National Presence” was launched by the Ministry of Culture, Government of India.","Cultural Organization, National Presence, Financial Assistance, Grant",https://www.myscheme.gov.in/schemes/faconp
f4c2f713,"Financial Assistance for Preparation of Training Camp and Participation in Land, Mountain & Sea Adventure Sports Competitions",Youth Sports Culture,"The scheme aims to promote youth participation in adventure sports by providing financial assistance for training, workshops, and competitions.","Adventure Sports, Financial Assistance, Youth Empowerment, Training Camps",https://www.myscheme.gov.in/schemes/faptlmsc
dc10900c,Scheme for Providing Incentives to Coaches of Athletes who have Won Competitions at the National and International Levels,Youth Sports Culture,"The scheme aims to honour coaches who have significantly contributed to the success of athletes in the field of sports. Under this scheme, financial incentives are provided to coaches of athletes who have won competitions at national and international levels.","Incentive, Coach, Athlete, Sports",https://www.myscheme.gov.in/schemes/tspicacnil
11f64f7d,Scheme of Financial Assistance to Literary/Educational Institutions for Organizing Programs/Conferences,Youth Sports Culture,"The scheme aims to encourage intellectual and cultural activities by providing financial support to institutions conducting seminars, workshops, symposiums, and literary programs.","Educational Conferences, Seminar, Sahitya Sammelan, Cultural Events",https://www.myscheme.gov.in/schemes/sfaleopc
46a69378,Scheme to Provide Financial Assistance for the Production and Publication of Excellent Original Children's Literature,Youth Sports Culture,"The scheme aims to promote high-quality literary works for children by providing financial support to Gujarati authors for publishing original, unpublished children's books that contribute to cultural and moral development.","Child Literature, Kids Books, Book Publishing Aid",https://www.myscheme.gov.in/schemes/stpfapcl
71e33af8,Scheme to Provide Monthly Financial Assistance to Elderly and Eligible Writers,Youth Sports Culture,The scheme aims to support senior writers facing financial hardship by offering monthly assistance to those who have made notable contributions to Gujarati or associated language literature.,"Elderly Writer, Literary Welfare, Assistance For Author",https://www.myscheme.gov.in/schemes/spmfaeew
9e66a515,Trekking in Forest Area (Scheduled Tribes),Youth Sports Culture,"The scheme ""Trekking in Forest Area (Scheduled Tribes)"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to promote love and awareness for nature among youth by organizing trekking programs in forest areas for selected Scheduled Tribes young men and women.","Trekking, Forest Awareness, Wildlife Exposure, Eco Tourism, Scheduled Tribe",https://www.myscheme.gov.in/schemes/tifast
0fef8efe,Assistance to Women for Trainer and Coaches Training Course,Youth Sports Culture,"The scheme “Assistance to Women for Trainer and Coaches Training Course” by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to encourage women's participation in sports by providing financial assistance for diploma courses in sports education.","Women Coaches, Girls, Sports",https://www.myscheme.gov.in/schemes/atwtctc
335128c8,Assistance to Trusts/Institutions for Setting Up Cultural Centers/Auditoriums in the Municipal Area,Youth Sports Culture,"The scheme ""Assistance to Trusts/Institutions for Setting Up Cultural Centers/Auditoriums in the Municipal Area"" aims to promote cultural infrastructure through financial assistance to trusts and institutions for building or renovating cultural centres within municipal areas.","Cultural Infrastructure, Auditorium Construction, Cultural Centre Renovation",https://www.myscheme.gov.in/schemes/attisca
da3d109c,Divisional Tripartite Competition,Youth Sports Culture,The scheme aims to promote theatrical arts and drama performances across Gujarat by organizing competitive events at divisional and state levels. Individual performers and theatre organizations receive cash prizes based on their performance rankings in state-level competitions.,"Drama, Competition, Artist, Theatre, Culture, Award",https://www.myscheme.gov.in/schemes/dtc
a45a0d80,Basic Rock Climbing Training for Tribal and Scheduled Caste Youth,Youth Sports Culture,"Under this scheme, a basic rock climbing training program is organized for 100 youth with the aim of improving physical capacity, fostering an adventurous spirit, and bringing out the latent potential of youth belonging to Scheduled Castes and Scheduled Tribes.","Youth, Scheduled Tribe, Scheduled Caste, Rock Climbing, Adventure Course",https://www.myscheme.gov.in/schemes/rcbttscy
cd9d520f,Best Book Award,Youth Sports Culture,"The scheme ""Best Book Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote literary excellence by providing cash awards, certificates, and shields to authors of outstanding books published in Gujarat.","Book Prize, Literature Awards, Cultural Promotion",https://www.myscheme.gov.in/schemes/bba
4744c0a6,Personality Development and Yogasan Training Camp for Schedule Caste,Youth Sports Culture,"The scheme ""Personality Development and Yogasan Training Camp for Schedule Caste Youth"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to promote the physical, mental, and spiritual development of Scheduled Caste youth through 7-day training camps.","Youth Development, Yoga Training, Personality Development, Physical Fitness",https://www.myscheme.gov.in/schemes/pdytcsc
e2dc0819,Pandit Omkarnath Music Competition,Youth Sports Culture,"The scheme aims to honour the memory of Pandit Omkarnath and promote classical music among young artists by organizing competitive platforms for singing, vocal, and percussion performances. Classical music artists in two age categories can participate.","Artist, Youth, Student, Competition, Music, Culture",https://www.myscheme.gov.in/schemes/pomc
1f2b2e5e,Assistance for Exhibitions Abroad and Out of State,Youth Sports Culture,"The scheme aims to promote fine arts by providing financial assistance of up to ₹1,00,000 to artists from Gujarat for organizing art exhibitions abroad and in other states of India.","Art Promotion, Exhibition, Visual Arts",https://www.myscheme.gov.in/schemes/aeaos
bad293aa,Assistance for Purchase of Traditional Musical Instruments and Costumes for Scheduled Caste/Tribe Individuals,Youth Sports Culture,The scheme aims to support scheduled caste and scheduled tribe individuals whose livelihood depends on traditional arts by providing them with essential musical instruments and costumes.,"Musical Instruments, Folk Artists, Costumes, Scheduled Caste, Scheduled Tribe, Artist",https://www.myscheme.gov.in/schemes/aptmicsct
ebed6723,Award Winning Tiatr Festival,Youth Sports Culture,The scheme aims to popularize award winning tiatrs by organizing annual festivals in various Talukas of Goa. It provides financial remuneration to directors/producers of prize-winning tiatrs for staging performances.,"Culture, Artist, Director, Producer, Competition",https://www.myscheme.gov.in/schemes/awtf
feb317f5,Award of Fellowship to Most Eminent Artist,Youth Sports Culture,"The scheme aims to honor senior eminent artists through the provision of financial assistance in the form of a monthly fellowship of ₹5,000/- for one year to support their continued contribution to the field of plastic arts.","Eminent Artist, Fellowship, Visual Arts, Retired Artists",https://www.myscheme.gov.in/schemes/aoftmea
d44f4ded,"Adivasi Sanskriti Evam Kala Kendra/Majhi Bhavan, Manki Munda Bhavan, Parha Bhavan, Pargana Bhavan, Dumkuria Bhavan Evam Gosade Nirman Tatha Majhi Than Shed Nirman Yojana",Youth Sports Culture,"The ""Adivasi Sanskriti Evam Kala Kendra/Majhi Bhavan, Manki Munda Bhavan, Parha Bhavan, Pargana Bhavan, Dumkuria Bhavan Evam Gosade Nirman Tatha Majhi Than Shed Nirman Yojana"" by the Welfare Department, Jharkhand, aims to preserve & develop tribal culture & traditions by providing essential cultural","Financial Assistance, Tribal Culture, Traditions, Development",https://www.myscheme.gov.in/schemes/asekkmbmtsny
0fac596b,Akhil Bharatiya Civil Services Pratiyogita,Youth Sports Culture,"The scheme aims to provide an opportunity for personnel from various government departments of the state to participate annually in the All-India level competitions in various sports, organized by the Ministry of Personnel, Public Grievances and Pensions, Government of India.","Sports Allowance, National Sports, Civil Services Competition, Sports Kit",https://www.myscheme.gov.in/schemes/abcsp
6af28092,All Goa One-Act Play Competition in Konkani,Youth Sports Culture,"The scheme aims to attract youth towards dramatic activities and promote Goan culture through Konkani theatre. It provides cash awards, mementos, and certificates for best One-Act Play performances along with individual category awards for youth, clubs, and associations.","Culture, Artist, Competition, Drama, Award",https://www.myscheme.gov.in/schemes/agoapck
e9d4af57,Ambubhai Purani Award,Youth Sports Culture,"The scheme ""Ambubhai Purani Award"" by the Sports, Youth and Cultural Activities Department, Gujarat, aims to recognize outstanding contributions in the field of gymnasiums (Akhadas) through the conferment of the Gymnasium Jyotirdhar Ambubhai Purani Award and financial assistance of ₹51,000/-.","Gymnasium, Award, Sports",https://www.myscheme.gov.in/schemes/apyg
f85b4716,Art Exhibition Assistance in the State,Youth Sports Culture,"The scheme ""Art Exhibition Assistance in the State"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat aims to promote visual arts by supporting local artists through financial assistance.","Art Exhibition, Financial Assistance, Group Exhibition, Lalitkala Academy",https://www.myscheme.gov.in/schemes/aeaits
99b5e917,Artist Honor (Gaurav Award),Youth Sports Culture,"The scheme aims to recognize and honor artists who have made a lifetime contribution in the field of fine arts, specifically in painting, sculpture, and graphic arts, and have achieved outstanding accomplishments.","Cash Prize, Artist, Fine Arts, Honor Of Artist, Award",https://www.myscheme.gov.in/schemes/asgp
995bd765,Competition of Zomnivoilo Khell,Youth Sports Culture,The scheme aims to preserve and promote the traditional folk theatre of Goa called 'The Khell'. It provides financial assistance to participating theatre troupes in annual competitions organized across Goa. The applications for this scheme are accepted offline through prescribed application forms.,"Culture, Artist, Folk, Competition, Stage",https://www.myscheme.gov.in/schemes/czk
59ee1397,Cash Incentive Award to Bonafede Meritorious Sportspersons,Youth Sports Culture,"The Government of Sikkim has been providing Cash Incentive Awards to Meritorious Sports persons of Sikkim who have won Gold, Silver, Bronze in the respective sports disciplines at the Zonal Level competitions and above, and have represented Sikkim in international competitions as National team(s).",Provision Of Cash Incentive Awards To Meritorious Sportspersons Of Sikkim,https://www.myscheme.gov.in/schemes/cia
5369bc89,Cash Prize to Players and their Coaches for Winning Medals in National and International Competitions,Youth Sports Culture,"The scheme aims to recognize and honor players and their coaches from the state who have achieved remarkable success and won medals at the national and international level in the field of sports. There is a provision to award prize money ranging from a minimum of ₹10,000/- to a maximum of ₹2 crore.","Cash Prize, Sportsperson, Coache, Sports, Award",https://www.myscheme.gov.in/schemes/cpmpcwmnic
33df4867,Chetan Chauhan Labor Sports Promotion Scheme,Youth Sports Culture,The Chetan Chauhan Shramik Krida Protsahan Yojana (CCSKPY) is a scheme launched by the Uttar Pradesh government in 2022 to provide financial assistance to the children of construction workers for participating in sports,"Financial Assistance, Sport, Subsidy",https://www.myscheme.gov.in/schemes/ccskpy
040bb072,Cultural Function And Production Grant Scheme,Youth Sports Culture,"The scheme “Cultural Function and Production Grant Scheme” was launched by the Ministry of Culture, Government of India.","Cultural Function, Cultural Production, Financial Assistance, Grant, NGO, Society",https://www.myscheme.gov.in/schemes/cfpgs
268566c2,D. D. Kosambi Research Fellowship Scheme,Youth Sports Culture,"The scheme ""Goa State Best Library and Best Librarian Award"" has been designed by the Directorate of Art and Culture, Government of Goa to encourage Goan Scholars to undertake research in the field of Goan history, culture, arts, social studies etc. Three fellowships shall be awarded.","Fellowship, Education, Research, Arts, Social Studies, PhD",https://www.myscheme.gov.in/schemes/ddkfs
172de856,Film Finance Scheme,Youth Sports Culture,The Film Finance Scheme of Assam is an initiative by the Assam government to support the development and growth of the film industry in the state. This scheme aims to provide financial assistance to filmmakers and production houses to encourage the production of quality films in Assam.,"Film, Funding, Filmmaker, Producers, Financial Assistance",https://www.myscheme.gov.in/schemes/fss
d56f641a,Financial Assistance For Allied Cultural Activities,Youth Sports Culture,"The scheme “Financial Assistance for Allied Cultural Activities” was launched by the Ministry of Culture, Government of India.","Culture, Financial Assistance, Audio-visual, Equipment, NGO",https://www.myscheme.gov.in/schemes/faaca
d47f61b5,Financial Assistance For Cultural Activities In Performing Arts For Building Grants Including Studio Theatres,Youth Sports Culture,"The scheme “Financial Assistance for Cultural Activities in Performing Arts for Building Grants Including Studio Theatres” was launched by the Ministry of Culture, Government of India.","Arts, Culture, Theatres, Studio, Financial Assistance, Grants",https://www.myscheme.gov.in/schemes/facapabgist
2e0a4219,Financial Assistance For Development Of Buddhist/Tibetan Arts And Culture,Youth Sports Culture,"The scheme “Financial Assistance for Development of Buddhist/Tibetan Arts and Culture” was launched by the Ministry of Culture, Government of India to provide financial assistance to voluntary Buddhist/Tibetan organizations including Monasteries.","Buddhist, Tibetan, Monasteries, Culture, Art, Financial Assistance",https://www.myscheme.gov.in/schemes/fadbtac
d2aef7c0,Financial Assistance and Grants to Sports Associations/ Clubs/ Sports Committees of Uttarakhand,Youth Sports Culture,"The scheme aims to provide financial support or grants to recognized sports associations, clubs, and committees in the state for organizing sports competitions and for purchasing sports equipment for associations and players at the national, state, and district levels.","Sports Grant, Sports Club, Athlete Support, Sports Association, Sports Committee, Sports Competitions",https://www.myscheme.gov.in/schemes/fasaccu
b7986ddb,Financial Assistance for Encouraging Worker's Children's Participation in Sports Activities- Haryana Labour Welfare Board,Youth Sports Culture,"Under this scheme, financial assistance is provided to the children of the workers working in the industrial and commercial establishments of the state of Haryana for participating in sports competitions so that the children of the workers can also become good sportspersons.","Worker, Financial Assistance, Sports, Participation In Sports, Sports Competition",https://www.myscheme.gov.in/schemes/faewcpsa-hlwb
1c66a1f4,"Exhibition of Books on Tiatr, Its Song and Music",Youth Sports Culture,"The scheme aims to help Roman Script Konkani writers and publishers who face difficulties in marketing their books related to Tiatr, its song and music, while promoting Tiatr culture among enthusiasts. The scheme provides bulk purchase of books at 80% of the fixed rate and organizes book exhibition.","Exhibition, Book, Song, Music, Culture",https://www.myscheme.gov.in/schemes/ebtsm
474ba7c6,District Level Sports School,Youth Sports Culture,"The scheme ""District Level Sports School"" by the Sports, Youth and Cultural Activities Dept., Government of Gujarat, aims to identify and nurture sporting talent through scientifically designed training, education, and sports facilities in residential and non-residential schools across the state.","Sports, Young Athlete Training, School Sports Program",https://www.myscheme.gov.in/schemes/dlssg
96ae6e2f,Documentation of Tiatr through Research Work,Youth Sports Culture,"The scheme aims to encourage research work in the field of Tiatr and facilitate writers to take up research work in different aspects of Tiatr, its Song & Music. Research work will be published in book form with remuneration provided to researchers.","Research, Documentation, Book, Writer, Academia, Music",https://www.myscheme.gov.in/schemes/dttrw
e273c92c,Documentation And Research Assistantship Scheme,Youth Sports Culture,The scheme aims to encourage documentation and digitisation of valuable Tiatr-related materials to prevent their loss to posterity. It provides assistance and incentives to holders of such materials and pays honorarium to documentation assistants.,"Documentation, Digitisation, Assistantship, Artist, Culture, Honorarium, Manuscript",https://www.myscheme.gov.in/schemes/daris
84207409,Chief Ministergi Artistesinggi Tengbang (CMAT) - Scheme For Award To Distinguished Artistes,Youth Sports Culture,"The scheme ""CMAT - Scheme for Award to Distinguished Artistes"" is a scheme by the Dept. of Art & Culture, Govt. of Manipur, to encourage and felicitate the artistes (in the field of culture) belonging to different fields for their achievements such as winning National Awards namely Padma Award, etc.","Artist, Award, Financial Assistance",https://www.myscheme.gov.in/schemes/cmat-sada
d7dee3ca,Children's Tiatr Competition,Youth Sports Culture,"The scheme aims to encourage the development of Tiatr by providing a platform for children aged up to 16 years to participate in traditional Konkani theatre productions. The scheme benefits Educational Institutions, Sports and Cultural Associations, and Individual Producers.","Student, Competition, Theatre, Culture, Artist, Award",https://www.myscheme.gov.in/schemes/ctc-g
9c30f793,Commemoration of Jubilees/Birth Anniversaries of Tiatr Artistes of Yesteryears,Youth Sports Culture,"The scheme aims to commemorate the significant contributions of deceased Tiatr artistes, making the younger generation aware of their legacy. It provides financial assistance, publicity, and venue support for organizing cultural programmes celebrating jubilee/birth anniversaries of these pioneers.","Artist, Culture, Program, Financial Assistance, Stage, Music",https://www.myscheme.gov.in/schemes/cjbatay
767bf0d0,International Financial Assistance,Youth Sports Culture,"The scheme ""International Financial Assistance"" by the Sports, Youth and Cultural Activities Department, aims to promote participation of Gujarat sportspersons in international competitions through financial support of ₹75,000/- for travel, accommodation, and other related expenses.","International Sports, Athlete, Air Travel Expenses",https://www.myscheme.gov.in/schemes/ifag
86b0d83f,Gaurav Puraskar Award,Youth Sports Culture,"The scheme ""Gaurav Puraskar Award"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to honour artistes for their significant achievements in music, dance, drama, and folk art by providing a cash award, trophy, and appreciation letter.","Artist Recognition, Music, Dance, Drama",https://www.myscheme.gov.in/schemes/gpag
8257d97e,Girnar Arohan-Avrohan Competition,Youth Sports Culture,"The scheme “Girnar Arohan-Avrohan Competition” by the Department of Sports, Youth and Cultural Activities aims to promote physical fitness and competitive spirit among citizens through a state-level stair-climbing competition on Mount Girnar, offering cash prizes to the top 10 winners.","Mount Girnar Competition, Stair Climbing Competition, Youth Activities",https://www.myscheme.gov.in/schemes/gaac
baa0a077,Goa State Cultural Award for Institution,Youth Sports Culture,"The scheme ""Goa State Cultural Award for Institution"" by the Directorate of Art and Culture, Government of Goa is designed to recognize, promote and appreciate the contribution of the institution in the field of Art and culture. This will give a tremendous boost to cultural institutions in Goa.","Culture, Award, Institution, Financial Assistance, Artist",https://www.myscheme.gov.in/schemes/gscai
3a84f674,Goa State Cultural Award,Youth Sports Culture,"""Goa State Cultural Award"" has been designed to honour the eminent personalities in the field of Art and culture. The scheme intends to give recognition to the Goan artists par excellence for their lifetime achievements and for their extraordinary contribution to the field of Art and culture in Goa.","Artist, Culture, Award, Lifetime Achievement, Music, Dance, Drama",https://www.myscheme.gov.in/schemes/gsca
7d40aee2,Grant to Films,Youth Sports Culture,"The policy aims to promote film production in Uttarakhand by providing financial grants to films, TV serials, and web series shot in the state, encouraging filmmakers to showcase Uttarakhand’s culture, heritage, and locations, and boosting local employment and the state's film economy.","Grant, Film, Film Producer, Film Policy",https://www.myscheme.gov.in/schemes/gfuk
18c1be29,Jharkhand Sports Excellence Cash Award Scheme to Coaches,Youth Sports Culture,"The “Jharkhand Sports Excellence Cash Award Scheme to Coaches” aims to provide cash awards to coaches who train athletes and teams to achieve excellence in national and international competitions under the Jharkhand Sports Policy, 2022.","Financial Assistance, Award, Coaches, Athletes, National, International",https://www.myscheme.gov.in/schemes/jsecasc
0c8f56bf,Jharkhand Sports Excellence Cash Award Scheme to Players,Youth Sports Culture,"The “Jharkhand Sports Excellence Cash Award Scheme to Players” aims to provide cash awards to athletes for exceptional achievements in national and international competitions, as per the Jharkhand Sports Policy, 2022.","Financial Assistance, Award, Sportsperson, Athletes",https://www.myscheme.gov.in/schemes/jsecasp
9e772667,Jharkhand Sportsperson Pension Scheme,Youth Sports Culture,"The “Jharkhand Sportsperson Pension Scheme” aims to provide financial support to retired athletes for their lifelong contribution to sports. Athletes, including Arjuna, Dronacharya, and Dhyan Chand awardees, Olympic participants, and Commonwealth or Asian Games medalists, receive a monthly pension.","Financial Assistance, Sportsperson, Pension",https://www.myscheme.gov.in/schemes/jsps
1592f95c,Junior/Senior Fellowship in the Field of Fine Arts,Youth Sports Culture,"The scheme ""Junior/Senior Fellowship in the Field of Fine Arts"" by the Sports, Youth and Cultural Activities Department, Government of Gujarat, aims to support artistic innovation and research by offering fellowships to young and senior artists in Gujarat.","Fine Arts, Artist, Fellowship, Painting, Sculpture",https://www.myscheme.gov.in/schemes/jsifffa
